,Laptop Name,Processor,Ram,Orignal Price,Discounted Price,Total Reviews,Total Ratings,Avarage Rating,Image link
195,DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58908.0,47890.0,48.0,289.0,4.3,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
196,ASUS Vivobook 15 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,43990.0,27990.0,30.0,349.0,4.2,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70
197,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
198,Infinix X1 Slim Series Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,49999.0,29990.0,270.0,1840.0,4.2,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/q/3/9/-original-imagf39qg32keh2h.jpeg?q=70
199,acer Aspire 3 Ryzen 3 Dual Core R33250U,AMD Ryzen 3 Dual Core Processor,4,42999.0,34998.0,2.0,39.0,4.3,https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70
200,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,AMD Ryzen 5 Quad Core Processor,8,57990.0,36990.0,14.0,161.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
201,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
202,Infinix INBook X1 Neo Series Celeron Quad Core,Intel Celeron Quad Core Processor,8,39990.0,24999.0,252.0,1478.0,4.2,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/b/f/k/inbook-x1-neo-thin-and-light-laptop-infinix-original-imagg49hqgt2ggzc.jpeg?q=70
203,Infinix X1 Slim Series Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,59999.0,39990.0,54.0,346.0,4.2,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/q/3/9/-original-imagf39qg32keh2h.jpeg?q=70
204,DELL Inspiron Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,53657.0,39590.0,8.0,82.0,3.7,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/o/3/o/inspiron-3511-thin-and-light-laptop-dell-original-imag7csrvdhnsbdf.jpeg?q=70
205,ASUS VivoBook 15 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,43990.0,33990.0,525.0,4488.0,3.7,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/o/6/t/na-thin-and-light-laptop-asus-original-imag7wjdg4dvcdya.jpeg?q=70
206,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
207,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
208,DELL Vostro Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4,59781.0,44890.0,0.0,4.0,3.8,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70
209,HP Pentium Quad Core,Intel Pentium Quad Core Processor,8,39288.0,29999.0,24.0,267.0,4.0,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/i/e/g/14s-dq3033tu-thin-and-light-laptop-hp-original-imagbpb2uunyvvhc.jpeg?q=70
210,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
211,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
212,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4,49990.0,31980.0,13.0,88.0,4.1,https://rukminim1.flixcart.com/image/312/312/kwgpz0w0/computer/s/x/v/x415ea-ek302ws-laptop-asus-original-imag94tepsgcgrgk.jpeg?q=70
213,HP 15s Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,43090.0,40800.0,117.0,1142.0,4.1,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70
214,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/n/w/v/-original-imageuecpzydw2gg.jpeg?q=70
215,Infinix X1 Slim Series Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,59999.0,39990.0,54.0,346.0,4.2,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/6/7/9/-original-imagf39qzkzncyvh.jpeg?q=70
216,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
217,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
218,DELL Inspiron Ryzen 5 Quad Core 3450U,AMD Ryzen 5 Quad Core Processor,8,58194.0,44890.0,4.0,26.0,4.2,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
219,Infinix INBook X1 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,59999.0,39990.0,206.0,1346.0,4.1,https://rukminim1.flixcart.com/image/312/312/kw3v0cw0/computer/j/q/f/inbook-x1-thin-and-light-laptop-infinix-original-imag8vfssyyfzvku.jpeg?q=70
220,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
221,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
222,ASUS Chromebook Flip Touch Celeron Dual Core,Intel Celeron Dual Core Processor,4,30990.0,21490.0,135.0,784.0,4.0,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70
223,Lenovo Ideapad Slim 3 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,54999.0,38799.0,1.0,43.0,4.6,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
224,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8,67990.0,48990.0,5.0,29.0,4.0,https://rukminim1.flixcart.com/image/312/312/kwmfqfk0/computer/8/l/2/ideapad-3-14acl6-thin-and-light-laptop-lenovo-original-imag99kmftdeexpz.jpeg?q=70
225,Infinix X1 Slim Series Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,54999.0,32990.0,143.0,812.0,4.2,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/q/3/9/-original-imagf39qg32keh2h.jpeg?q=70
226,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
227,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
228,MSI Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,55990.0,39990.0,70.0,475.0,4.4,https://rukminim1.flixcart.com/image/312/312/kuef2q80/computer/d/a/o/modern-14-b10mw-thin-and-light-laptop-msi-original-imag7jcak5zvgxaa.jpeg?q=70
229,Avita SATUS ULTIMUS S111 Celeron Dual Core,Intel Celeron Dual Core Processor,4,29990.0,18990.0,40.0,322.0,3.9,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/f/8/i/-original-imageye8rydawpxz.jpeg?q=70
230,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
231,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
232,Infinix X1 Slim Series Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,54999.0,32990.0,143.0,812.0,4.2,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/6/7/9/-original-imagf39qzkzncyvh.jpeg?q=70
233,acer Aspire 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8,61999.0,49997.0,1.0,6.0,4.3,https://rukminim1.flixcart.com/image/312/312/l59xq4w0/screen-guard/screen-guard/d/z/o/acer-aspire-3-15-6-inch-screen-guards-vrishank-original-imagfzemyhpasvwf.jpeg?q=70
234,Infinix X1 Slim Series Core i5 10th Gen,Intel Core i5 Processor (10th Gen),16,64999.0,44990.0,19.0,90.0,3.9,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70
235,acer Aspire 3 Athlon Dual Core 3020e,AMD Athlon Dual Core Processor,8,36999.0,29990.0,0.0,27.0,4.1,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/a/3/a314-22-notebook-acer-original-imaggs9bafqudt87.jpeg?q=70
236,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
237,ASUS VivoBook Flip 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,63990.0,45990.0,3.0,44.0,4.6,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70
238,ASUS Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4,24990.0,18990.0,132.0,923.0,3.8,https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70
239,Lenovo IdeaPad 3 Celeron Dual Core,Intel Celeron Dual Core Processor,4,36999.0,30699.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
240,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
241,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,AMD Ryzen 5 Quad Core Processor,8,57990.0,36990.0,14.0,161.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
242,acer Aspire 3 Pentium Quad Core,Intel Pentium Quad Core Processor,4,32999.0,27279.0,907.0,5787.0,4.2,https://rukminim1.flixcart.com/image/312/312/jmz7csw0/computer/h/e/f/acer-na-laptop-original-imaf9zyp7u9jjz8n.jpeg?q=70
243,DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,55534.0,46990.0,101.0,773.0,4.0,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/o/3/o/inspiron-3511-thin-and-light-laptop-dell-original-imag7csrvdhnsbdf.jpeg?q=70
244,HP Celeron Dual Core,Intel Celeron Dual Core Processor,8,36865.0,28999.0,24.0,233.0,3.9,https://rukminim1.flixcart.com/image/312/312/kyrlifk0/computer/i/5/f/14s-dq3032tu-thin-and-light-laptop-hp-original-imagaxgehrzh4jmw.jpeg?q=70
245,Avita Pura E,Intel Core i3 Processor (10th Gen),4,47990.0,29990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l30hmkw0/computer/c/r/y/pura-e-comet-lake-i3-laptop-avita-original-image8etfszeshpf.jpeg?q=70
246,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
247,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
248,DELL INSPIRON Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,42000.0,56.0,579.0,4.0,https://rukminim1.flixcart.com/image/312/312/kikluvk0-0/laptop-display/s/4/e/inspiron-3501-dell-original-imafyc7hqnjzg8cm.jpeg?q=70
249,DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,56776.0,43290.0,4.0,47.0,3.9,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
250,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
251,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
252,Infinix X1 Slim Series Core i5 10th Gen,Intel Core i5 Processor (10th Gen),16,64999.0,44990.0,19.0,90.0,3.9,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/6/7/9/-original-imagf39qzkzncyvh.jpeg?q=70
253,Avita Pura E,Intel Core i3 Processor (10th Gen),4,47990.0,29990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/b/g/a/-original-imaget8vjfyhb2aq.jpeg?q=70
254,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,52990.0,36990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/klphn680/computer/l/e/0/x515ja-ej302ts-thin-and-light-laptop-asus-original-imagyrtfuhpeznaj.jpeg?q=70
255,DELL Inspiron Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8,50132.0,40990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/f/t/r/inspiron-3511-thin-and-light-laptop-dell-original-imag98fjy6yu6fgz.jpeg?q=70
256,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
257,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
258,ASUS Vivobook Ultra K14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,43233.0,4.0,8.0,3.9,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/e/n/r/km413ua-eb503ts-km413-thin-and-light-laptop-asus-original-imag3egt7gksw3gh.jpeg?q=70
259,ASUS Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,55990.0,44990.0,54.0,419.0,4.0,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
260,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
261,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
262,ASUS Vivobook Ultra K15 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,45490.0,2.0,2.0,3.0,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/computer/k/l/k/k513ea-l303ws-thin-and-light-laptop-asus-original-imagcbgxrg5p5f2k.jpeg?q=70
263,ASUS VivoBook 15 (2021) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,49500.0,32000.0,14.0,164.0,3.7,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/o/6/t/na-thin-and-light-laptop-asus-original-imag7wjdg4dvcdya.jpeg?q=70
264,HP Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,55800.0,44000.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/g/i/hp-15s-12th-gen-intel-core-i5-8gb-ram-512gb-ssd-15-6-inch-39-6-original-imaggsfu9pehyghh.jpeg?q=70
265,ASUS Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4,29990.0,21490.0,27.0,190.0,4.1,https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70
266,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
267,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
268,ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U,AMD Ryzen 3 Dual Core Processor,8,46990.0,37490.0,5.0,59.0,4.2,https://rukminim1.flixcart.com/image/312/312/kklhbbk0/computer/y/g/2/m415da-laptop-asus-original-imafzwrqjdgm9j6m.jpeg?q=70
269,DELL Inspiron Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,60490.0,45790.0,107.0,973.0,4.1,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/o/3/o/inspiron-3511-thin-and-light-laptop-dell-original-imag7csrvdhnsbdf.jpeg?q=70
270,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
271,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
272,Lenovo APU Dual Core A9 A99425,AMD APU Dual Core A9 Processor,4,28000.0,26990.0,16.0,104.0,3.7,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/computer/o/0/q/na-gaming-laptop-lenovo-original-imag4jpdnbjaqyp4.jpeg?q=70
273,Lenovo Ryzen 3 Dual Core 3rd Gen,AMD Ryzen 3 Dual Core Processor (3rd Gen),8,54490.0,33999.0,0.0,6.0,4.5,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/computer/6/7/o/ideapad-1-15ada7-laptop-lenovo-original-imagfpc3cmz4hrfv.jpeg?q=70
274,HP 15 APU Dual Core E2 E2,AMD APU Dual Core E2 Processor,4,0.0,22992.0,112.0,596.0,3.9,https://rukminim1.flixcart.com/image/312/312/j76i3rk0/computer/8/p/g/hp-laptop-original-imaexhfam9ydagzj.jpeg?q=70
275,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,52990.0,36990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kgfg2vk0/computer/e/j/f/asus-vivobook-laptop-original-imafwzf5e8awkm9x.jpeg?q=70
276,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
277,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
278,ASUS Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16,85990.0,49990.0,9.0,62.0,4.5,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/u/o/-original-imagg6t9zzsj4vrk.jpeg?q=70
279,Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,56800.0,38980.0,0.0,4.0,5.0,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/z/0/m/ideapad-slim-laptop-lenovo-original-imag57x3p7bw8y8b.jpeg?q=70
280,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
281,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
282,ASUS VivoBook 15 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4,49990.0,32990.0,225.0,1811.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
283,DELL Inspiron Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8,52283.0,40190.0,63.0,591.0,4.3,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/z/r/b/dell-na-laptop-original-imafyhm5nzfum7jj.jpeg?q=70
284,Lenovo IdeaPad 3 15IML05 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,57990.0,34990.0,2.0,16.0,3.4,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
285,DELL Inspiron 3511 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60371.0,47490.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kylvr0w0/computer/x/k/c/inspiron-laptop-dell-original-imagat4jfka6hv5q.jpeg?q=70
286,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
287,ASUS VivoBook Flip 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,63990.0,45990.0,3.0,44.0,4.6,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70
288,HP 15s Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,48933.0,42990.0,506.0,5184.0,4.1,https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/computer/l/u/x/hp-original-imagycknrhn3mvat.jpeg?q=70
289,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,56990.0,42990.0,28.0,223.0,4.3,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
290,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
291,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
292,acer Aspire 3 Ryzen 5 Quad Core 3500U,AMD Ryzen 5 Quad Core Processor,8,57999.0,45541.0,39.0,350.0,4.4,https://rukminim1.flixcart.com/image/312/312/k9re3rk0/computer/z/m/u/acer-original-imafrhdaywnzkuxc.jpeg?q=70
